 day,wcl1,wcl2,wcl3,wcl4,wcl5,wcl6,wcl7,wcl8,wcl9,wcl10,liq_water1,liq_water2,liq_water3,liq_water4,liq_water5, liq_water6,liq_water7,liq_water8,liq_water9,liq_water10,ice1,ice2,ice3,ice4,ice5,ice6,ice7,ice8,ice9,ice10,zwt
    306,         0.5069,         0.5573,         0.5597,         0.5609,         0.5617,         0.5630,         0.5632,         0.5632,         0.5632,         0.5632,         0.0507,         0.0557,         0.0560,         0.0561,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -52.0630
    307,         0.4998,         0.5568,         0.5595,         0.5608,         0.5617,         0.5630,         0.5632,         0.5632,         0.5632,         0.5632,         0.0500,         0.0557,         0.0559,         0.0561,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -55.5702
    308,         0.4905,         0.5562,         0.5593,         0.5607,         0.5616,         0.5630,         0.5632,         0.5632,         0.5632,         0.5632,         0.0491,         0.0556,         0.0559,         0.0561,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -59.7683
    309,         0.4831,         0.5564,         0.5594,         0.5607,         0.5616,         0.5630,         0.5632,         0.5632,         0.5632,         0.5632,         0.0483,         0.0556,         0.0559,         0.0561,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -62.6257
    310,         0.4785,         0.5573,         0.5597,         0.5609,         0.5617,         0.5630,         0.5632,         0.5632,         0.5632,         0.5632,         0.0479,         0.0557,         0.0560,         0.0561,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -63.8650
    311,         0.4734,         0.5575,         0.5598,         0.5609,         0.5617,         0.5630,         0.5632,         0.5632,         0.5632,         0.5632,         0.0474,         0.0557,         0.0560,         0.0561,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -65.6910
    312,         0.4666,         0.5571,         0.5597,         0.5609,         0.5617,         0.5630,         0.5632,         0.5632,         0.5632,         0.5632,         0.0467,         0.0557,         0.0560,         0.0561,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -68.3304
    313,         0.4604,         0.5571,         0.5596,         0.5608,         0.5617,         0.5630,         0.5632,         0.5632,         0.5632,         0.5632,         0.0461,         0.0557,         0.0560,         0.0561,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -70.5287
    314,         0.4572,         0.5576,         0.5598,         0.5609,         0.5617,         0.5630,         0.5632,         0.5632,         0.5632,         0.5632,         0.0457,         0.0558,         0.0560,         0.0561,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -71.3711
    315,         0.4537,         0.5575,         0.5597,         0.5609,         0.5617,         0.5630,         0.5632,         0.5632,         0.5632,         0.5632,         0.0454,         0.0557,         0.0560,         0.0561,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -72.6224
    316,         0.4467,         0.5571,         0.5597,         0.5609,         0.5617,         0.5630,         0.5632,         0.5632,         0.5632,         0.5632,         0.0447,         0.0557,         0.0560,         0.0561,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -75.0697
    317,         0.4457,         0.5579,         0.5599,         0.5610,         0.5618,         0.5630,         0.5632,         0.5632,         0.5632,         0.5632,         0.0446,         0.0558,         0.0560,         0.0561,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -75.0985
    318,         0.4411,         0.5579,         0.5600,         0.5610,         0.5618,         0.5630,         0.5632,         0.5632,         0.5632,         0.5632,         0.0441,         0.0558,         0.0560,         0.0561,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -76.5105
    319,         0.4379,         0.5580,         0.5600,         0.5611,         0.5618,         0.5630,         0.5632,         0.5632,         0.5632,         0.5632,         0.0438,         0.0558,         0.0560,         0.0561,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -77.4520
