 sdoy, GPP_d, NEE_d, Reco_d, NPP_d, Ra_d, QC1, QC2, QC3, QC4, QC5, QC6, QC7, QC8, Rh_d
    156,         6.1670,        -1.9336,         4.2335,         3.0208,         3.0798,       397.7094,       384.7059,       249.0010,       179.1599,       298.0867,       298.8510,     38350.1602,     23123.5039,         1.1536
    157,         6.2367,        -0.8397,         5.3970,         4.7357,         3.8564,       399.6027,       385.1780,       250.6659,       178.0982,       297.9912,       298.7364,     38350.4414,     23123.6172,         1.5406
    158,         8.1543,        -3.3233,         4.8311,         3.7739,         3.3487,       401.0130,       385.5540,       251.9462,       177.2754,       297.9084,       298.4019,     38350.7227,     23123.7500,         1.4824
    159,         0.8624,         1.8942,         2.7566,         0.4146,         1.6614,       400.7427,       385.5939,       251.8861,       177.1506,       297.8640,       297.7589,     38351.0078,     23123.8574,         1.0951
    160,         4.8893,        -1.8115,         3.0778,         1.2474,         2.0907,       400.8891,       385.7173,       252.1631,       177.0607,       297.8218,       297.2358,     38351.2891,     23123.9512,         0.9871
    161,         4.1919,        -1.0152,         3.1768,         1.4991,         2.2383,       401.1610,       385.8657,       252.5453,       177.0034,       297.7816,       296.7411,     38351.5703,     23124.0449,         0.9385
    162,         6.2155,        -2.4482,         3.7672,         2.5963,         2.8076,       401.9810,       386.1238,       253.3707,       176.8659,       297.7371,       296.3137,     38351.8516,     23124.1387,         0.9597
    163,         6.9097,        -2.7341,         4.1755,         3.2071,         3.2174,       403.1050,       386.4431,       254.4447,       176.6904,       297.6907,       295.9347,     38352.1328,     23124.2324,         0.9581
    164,         7.6021,        -3.4013,         4.2007,         3.4458,         3.2573,       404.3472,       386.7862,       255.6183,       176.5390,       297.6457,       295.5436,     38352.4141,     23124.3262,         0.9434
    165,         7.8352,        -3.2566,         4.5786,         3.8376,         3.4648,       405.7837,       387.1685,       256.9526,       176.0957,       297.5846,       295.2643,     38352.6953,     23124.4199,         1.1138
    166,         0.0085,         2.5015,         2.5100,         0.0000,         1.5321,       405.3006,       387.1670,       256.7384,       176.0303,       297.5436,       294.7216,     38352.9766,     23124.5137,         0.9779
    167,         6.2285,        -2.2970,         3.9314,         2.6650,         2.8590,       406.1499,       387.4320,       257.5762,       175.8230,       297.4939,       294.2345,     38353.2578,     23124.6074,         1.0724
    168,         5.9856,        -1.8477,         4.1379,         2.9313,         3.0042,       407.1315,       387.7236,       258.5219,       175.4923,       297.4373,       293.8122,     38353.5312,     23124.7012,         1.1337
    169,         2.7095,         1.1537,         3.8632,         2.4065,         2.7058,       407.8495,       387.9629,       259.2492,       175.2259,       297.3836,       293.2813,     38353.7969,     23124.7949,         1.1573
    170,         4.8757,        -1.0530,         3.8226,         2.3943,         2.6723,       408.5606,       388.2009,       259.9664,       174.9838,       297.3309,       292.7373,     38354.0664,     23124.8887,         1.1504
    171,         4.8971,        -1.4471,         3.4500,         1.7069,         2.3328,       408.9275,       388.3701,       260.4080,       174.7946,       297.2810,       292.1778,     38354.3281,     23124.9824,         1.1172
    172,         1.6130,         1.3196,         2.9326,         0.7297,         1.8430,       408.8052,       388.4416,       260.4582,       174.6431,       297.2332,       291.6134,     38354.5664,     23125.0762,         1.0896
    173,         0.0261,         2.4970,         2.5230,         0.0000,         1.4504,       408.3185,       388.4401,       260.2165,       174.5208,       297.1870,       291.0371,     38354.7695,     23125.1699,         1.0726
    174,         2.8861,         0.1446,         3.0307,         1.1702,         2.0168,       408.4173,       388.5557,       260.4429,       174.4612,       297.1442,       290.4706,     38355.0508,     23125.2637,         1.0140
    175,         6.4793,        -2.2545,         4.2248,         3.2116,         3.0420,       409.5362,       388.8754,       261.4859,       174.0528,       297.0818,       290.0980,     38355.3281,     23125.3574,         1.1827
    176,         7.9020,        -3.4920,         4.4100,         3.3297,         3.1129,       410.7127,       389.2069,       262.5752,       173.5301,       297.0128,       289.6982,     38355.5977,     23125.4707,         1.2970
    177,         7.0585,        -2.2316,         4.8269,         4.1713,         3.5585,       412.3086,       389.6226,       264.0001,       173.1054,       296.9489,       289.2182,     38355.8789,     23125.5840,         1.2684
    178,         1.1752,         1.9647,         3.1399,         1.1671,         1.9924,       412.4007,       389.7379,       264.2217,       172.8851,       296.8963,       288.6646,     38356.1562,     23125.6934,         1.1475
    179,         5.8457,        -1.7071,         4.1386,         2.6152,         2.7171,       413.2166,       389.9979,       265.0227,       172.4044,       296.8289,       288.0211,     38356.4805,     23125.8262,         1.4215
    180,         7.6854,        -2.4206,         5.2648,         4.2852,         3.5670,       414.8664,       390.4250,       266.4911,       171.6091,       296.7433,       287.3578,     38356.8789,     23125.9824,         1.6978
    181,        10.0542,        -3.4894,         6.5649,         5.9414,         4.3713,       417.3415,       391.0176,       268.6199,       170.4691,       296.6372,       286.3718,     38357.4219,     23126.1895,         2.1936
    182,         7.3156,        -0.5973,         6.7182,         5.8428,         4.2983,       419.7644,       391.6004,       270.7073,       169.0003,       296.5111,       285.4691,     38358.0117,     23126.4141,         2.4199
    183,         7.2062,        -2.2444,         4.9618,         3.3436,         3.0192,       420.9355,       391.9333,       271.7939,       168.1121,       296.4177,       284.5608,     38358.4844,     23126.6016,         1.9426
    184,         6.1791,        -1.3607,         4.8183,         3.3655,         3.0399,       422.1163,       392.2684,       272.8884,       167.2690,       296.3263,       283.8564,     38358.8867,     23126.7676,         1.7784
    185,         6.2897,        -0.8713,         5.4185,         4.1518,         3.4232,       423.6889,       392.6821,       274.2964,       166.0396,       296.2117,       283.3224,     38359.3242,     23126.9375,         1.9953
    186,         7.4505,        -2.4846,         4.9659,         3.5438,         3.1038,       424.9554,       393.0351,       275.4597,       165.1271,       296.1147,       282.5866,     38359.7500,     23127.1250,         1.8621
    187,         6.6754,        -2.0267,         4.6487,         3.2224,         2.9568,       426.0599,       393.3559,       276.4937,       164.4128,       296.0288,       281.8617,     38360.1250,     23127.2832,         1.6919
    188,         7.0647,        -1.9460,         5.1187,         3.8405,         3.2719,       427.4720,       393.7385,       277.7740,       163.4313,       295.9266,       281.2483,     38360.5312,     23127.4453,         1.8469
    189,         6.9742,        -1.7835,         5.1907,         4.1113,         3.4111,       429.0179,       394.1481,       279.1612,       162.5772,       295.8312,       280.5775,     38360.9219,     23127.6074,         1.7796
    190,         7.5867,        -2.0509,         5.5358,         4.8095,         3.7236,       430.9106,       394.6277,       280.8259,       161.7025,       295.7338,       279.8885,     38361.3203,     23127.7734,         1.8122
    191,         5.7034,        -0.5082,         5.1952,         3.9406,         3.2774,       432.3669,       395.0203,       282.1421,       160.6596,       295.6257,       279.2594,     38361.7500,     23127.9473,         1.9178
    192,         7.8261,        -3.0137,         4.8124,         3.5283,         3.0590,       433.6155,       395.3717,       283.2919,       159.9341,       295.5360,       278.4755,     38362.1523,     23128.1211,         1.7534
    193,         6.9120,        -2.8410,         4.0709,         2.5950,         2.6237,       434.3961,       395.6298,       284.0675,       159.6784,       295.4745,       277.5583,     38362.5273,     23128.2637,         1.4472
    194,         6.7794,        -2.6791,         4.1003,         2.7625,         2.7462,       435.2597,       395.9045,       284.9100,       159.4155,       295.4123,       276.7994,     38362.8516,     23128.4043,         1.3541
