 day,simuCH4_d,pro_sum_d,oxi_sum_d,fdifu1_d,ebu_sum_d,pla_sum_d,CH4V1,CH4V2,CH4V3,CH4V4,CH4V5,    CH4V6,CH4V7,CH4V8,CH4V9,CH4V10
   1723,         0.1200,         0.1672,         0.0000,         0.1116,         0.0475,         0.0084,         0.0153,        11.9947,        11.9995,        11.7683,        10.9932,         9.4097,         8.7377,         8.4141,         8.2071,         8.0972
   1724,         0.1284,         0.1824,         0.0000,         0.1199,         0.0535,         0.0084,         0.0153,        11.9947,        11.9995,        11.7698,        10.9991,         9.4169,         8.7405,         8.4150,         8.2078,         8.0980
   1725,         0.1448,         0.2126,         0.0000,         0.1364,         0.0663,         0.0084,         0.0152,        11.9947,        11.9995,        11.7725,        11.0049,         9.4239,         8.7432,         8.4159,         8.2086,         8.0989
   1726,         0.1266,         0.1792,         0.0000,         0.1182,         0.0500,         0.0084,         0.0153,        11.9947,        11.9995,        11.7750,        11.0105,         9.4308,         8.7459,         8.4168,         8.2094,         8.0997
   1727,         0.1096,         0.1480,         0.0000,         0.1012,         0.0349,         0.0084,         0.0153,        11.9947,        11.9995,        11.7685,        11.0128,         9.4376,         8.7487,         8.4178,         8.2101,         8.1005
   1728,         0.1198,         0.1666,         0.0000,         0.1113,         0.0438,         0.0085,         0.0153,        11.9947,        11.9995,        11.7599,        11.0138,         9.4442,         8.7514,         8.4187,         8.2109,         8.1014
   1729,         0.1289,         0.1833,         0.0000,         0.1204,         0.0515,         0.0085,         0.0152,        11.9947,        11.9995,        11.7545,        11.0154,         9.4506,         8.7541,         8.4196,         8.2116,         8.1022
   1730,         0.1299,         0.1852,         0.0000,         0.1214,         0.0545,         0.0085,         0.0153,        11.9947,        11.9995,        11.7527,        11.0181,         9.4571,         8.7568,         8.4206,         8.2124,         8.1031
   1731,         0.1399,         0.2036,         0.0000,         0.1315,         0.0629,         0.0085,         0.0152,        11.9947,        11.9995,        11.7564,        11.0229,         9.4636,         8.7596,         8.4216,         8.2131,         8.1039
   1732,         0.1253,         0.1768,         0.0000,         0.1169,         0.0507,         0.0085,         0.0153,        11.9947,        11.9995,        11.7601,        11.0277,         9.4702,         8.7624,         8.4226,         8.2139,         8.1047
   1733,         0.0982,         0.1270,         0.0000,         0.0897,         0.0290,         0.0084,         0.0153,        11.9940,        11.9995,        11.7596,        11.0314,         9.4769,         8.7653,         8.4236,         8.2147,         8.1056
   1734,         0.0955,         0.1219,         0.0000,         0.0869,         0.0262,         0.0086,         0.0153,        11.9857,        11.9995,        11.7562,        11.0343,         9.4836,         8.7682,         8.4247,         8.2154,         8.1064
   1735,         0.0810,         0.1168,         0.0087,         0.0722,         0.0083,         0.0089,         0.0153,        11.9909,        11.9994,        11.7515,        11.0362,         9.4902,         8.7712,         8.4257,         8.2162,         8.1073
   1736,         0.0538,         0.0959,         0.0202,         0.0448,         0.0000,         0.0090,         0.0157,        11.9800,        11.9994,        11.7446,        11.0370,         9.4967,         8.7741,         8.4268,         8.2170,         8.1081
   1737,         0.0425,         0.0891,         0.0253,         0.0336,         0.0000,         0.0089,         0.0160,        11.9823,        11.9994,        11.7366,        11.0371,         9.5030,         8.7770,         8.4279,         8.2178,         8.1089
   1738,         0.0345,         0.0795,         0.0268,         0.0257,         0.0000,         0.0089,         0.0164,        11.9654,        11.9994,        11.7279,        11.0365,         9.5092,         8.7799,         8.4289,         8.2185,         8.1098
   1739,         0.0340,         0.0856,         0.0292,         0.0252,         0.0000,         0.0088,         0.0165,        11.9753,        11.9994,        11.7181,        11.0350,         9.5152,         8.7828,         8.4300,         8.2193,         8.1106
   1740,         0.0301,         0.0829,         0.0310,         0.0212,         0.0000,         0.0089,         0.0168,        11.9918,        11.9994,        11.7088,        11.0331,         9.5210,         8.7857,         8.4311,         8.2201,         8.1115
   1741,         0.0302,         0.0703,         0.0259,         0.0214,         0.0007,         0.0088,         0.0167,        11.9412,        11.9994,        11.7011,        11.0320,         9.5269,         8.7886,         8.4322,         8.2209,         8.1123
   1742,         0.0882,         0.1083,         0.0000,         0.0795,         0.0174,         0.0087,         0.0152,        11.9413,        11.9995,        11.6931,        11.0304,         9.5327,         8.7915,         8.4333,         8.2217,         8.1132
   1743,         0.0888,         0.1093,         0.0000,         0.0800,         0.0180,         0.0087,         0.0152,        11.9564,        11.9995,        11.6851,        11.0284,         9.5383,         8.7944,         8.4345,         8.2225,         8.1140
   1744,         0.0958,         0.1222,         0.0000,         0.0871,         0.0250,         0.0087,         0.0152,        11.9777,        11.9995,        11.6810,        11.0278,         9.5440,         8.7974,         8.4356,         8.2233,         8.1148
   1745,         0.1039,         0.1549,         0.0067,         0.0952,         0.0149,         0.0087,         0.0153,        11.9936,        11.9995,        11.6830,        11.0293,         9.5497,         8.8004,         8.4368,         8.2241,         8.1157
   1746,         0.0884,         0.1229,         0.0058,         0.0797,         0.0148,         0.0087,         0.0153,        11.9945,        11.9995,        11.6853,        11.0309,         9.5553,         8.8033,         8.4379,         8.2249,         8.1165
   1747,         0.0844,         0.1011,         0.0000,         0.0756,         0.0169,         0.0087,         0.0153,        11.9846,        11.9995,        11.6782,        11.0292,         9.5607,         8.8063,         8.4391,         8.2257,         8.1173
   1748,         0.0857,         0.1038,         0.0000,         0.0771,         0.0177,         0.0086,         0.0152,        11.9600,        11.9995,        11.6737,        11.0287,         9.5663,         8.8093,         8.4403,         8.2265,         8.1182
   1749,         0.0812,         0.0957,         0.0000,         0.0727,         0.0155,         0.0085,         0.0152,        11.9544,        11.9995,        11.6693,        11.0279,         9.5717,         8.8123,         8.4415,         8.2273,         8.1190
   1750,         0.0734,         0.0819,         0.0000,         0.0650,         0.0130,         0.0083,         0.0151,        11.8839,        11.9995,        11.6622,        11.0260,         9.5771,         8.8153,         8.4427,         8.2281,         8.1198
   1751,         0.0614,         0.0714,         0.0042,         0.0533,         0.0047,         0.0081,         0.0151,        11.7694,        11.9995,        11.6546,        11.0239,         9.5823,         8.8183,         8.4439,         8.2290,         8.1206
   1752,         0.0500,         0.0724,         0.0123,         0.0421,         0.0000,         0.0079,         0.0152,        11.6692,        11.9995,        11.6491,        11.0224,         9.5876,         8.8213,         8.4452,         8.2298,         8.1215
   1753,         0.0443,         0.0803,         0.0189,         0.0366,         0.0000,         0.0077,         0.0155,        11.6585,        11.9995,        11.6452,        11.0211,         9.5927,         8.8243,         8.4464,         8.2306,         8.1223
   1754,         0.0361,         0.0693,         0.0205,         0.0285,         0.0000,         0.0076,         0.0158,        11.6389,        11.9995,        11.6407,        11.0195,         9.5977,         8.8273,         8.4476,         8.2314,         8.1231
   1755,         0.0370,         0.0647,         0.0183,         0.0295,         0.0000,         0.0076,         0.0156,        11.5807,        11.9995,        11.6337,        11.0168,         9.6026,         8.8303,         8.4489,         8.2323,         8.1240
   1756,         0.0343,         0.0610,         0.0183,         0.0269,         0.0000,         0.0075,         0.0156,        11.4938,        11.9995,        11.6278,        11.0147,         9.6075,         8.8333,         8.4502,         8.2331,         8.1248
   1757,         0.0593,         0.0779,         0.0071,         0.0520,         0.0080,         0.0073,         0.0149,        11.4388,        11.9995,        11.6227,        11.0126,         9.6122,         8.8363,         8.4515,         8.2339,         8.1256
   1758,         0.0773,         0.0927,         0.0000,         0.0701,         0.0140,         0.0073,         0.0145,        11.4158,        11.9995,        11.6167,        11.0098,         9.6168,         8.8392,         8.4527,         8.2348,         8.1264
   1759,         0.0685,         0.0768,         0.0000,         0.0614,         0.0114,         0.0072,         0.0145,        11.3851,        11.9995,        11.6133,        11.0083,         9.6215,         8.8422,         8.4541,         8.2356,         8.1273
   1760,         0.0660,         0.0728,         0.0000,         0.0591,         0.0105,         0.0069,         0.0144,        11.3031,        11.9995,        11.6096,        11.0067,         9.6262,         8.8452,         8.4554,         8.2365,         8.1281
   1761,         0.0742,         0.0884,         0.0000,         0.0675,         0.0129,         0.0068,         0.0143,        11.2600,        11.9996,        11.6056,        11.0048,         9.6307,         8.8482,         8.4567,         8.2373,         8.1289
   1762,         0.0695,         0.0798,         0.0000,         0.0628,         0.0113,         0.0068,         0.0143,        11.2422,        11.9996,        11.6004,        11.0021,         9.6350,         8.8512,         8.4580,         8.2382,         8.1298
   1763,         0.0683,         0.0779,         0.0000,         0.0617,         0.0109,         0.0067,         0.0142,        11.1834,        11.9996,        11.5955,        10.9997,         9.6393,         8.8542,         8.4593,         8.2390,         8.1306
   1764,         0.0685,         0.0785,         0.0000,         0.0619,         0.0111,         0.0066,         0.0142,        11.1316,        11.9996,        11.5910,        10.9974,         9.6436,         8.8571,         8.4607,         8.2399,         8.1314
   1765,         0.0708,         0.0829,         0.0000,         0.0642,         0.0116,         0.0066,         0.0141,        11.1062,        11.9996,        11.5876,        10.9955,         9.6478,         8.8601,         8.4620,         8.2408,         8.1323
   1766,         0.0712,         0.0835,         0.0000,         0.0645,         0.0118,         0.0066,         0.0141,        11.0933,        11.9996,        11.5841,        10.9935,         9.6519,         8.8631,         8.4634,         8.2416,         8.1331
   1767,         0.0692,         0.0800,         0.0000,         0.0626,         0.0116,         0.0066,         0.0141,        11.0676,        11.9996,        11.5831,        10.9926,         9.6562,         8.8661,         8.4647,         8.2425,         8.1340
   1768,         0.0761,         0.0928,         0.0000,         0.0696,         0.0137,         0.0066,         0.0141,        11.0835,        11.9996,        11.5841,        10.9926,         9.6605,         8.8691,         8.4661,         8.2434,         8.1348
   1769,         0.0813,         0.1020,         0.0000,         0.0747,         0.0150,         0.0066,         0.0142,        11.1383,        11.9996,        11.5836,        10.9918,         9.6645,         8.8720,         8.4675,         8.2443,         8.1356
   1770,         0.0847,         0.1076,         0.0000,         0.0779,         0.0161,         0.0068,         0.0143,        11.2356,        11.9996,        11.5825,        10.9906,         9.6683,         8.8750,         8.4689,         8.2452,         8.1365
   1771,         0.0684,         0.0772,         0.0000,         0.0614,         0.0112,         0.0070,         0.0143,        11.2315,        11.9995,        11.5807,        10.9897,         9.6723,         8.8779,         8.4703,         8.2460,         8.1373
   1772,         0.0645,         0.0705,         0.0000,         0.0576,         0.0100,         0.0069,         0.0142,        11.1688,        11.9995,        11.5793,        10.9892,         9.6764,         8.8809,         8.4717,         8.2469,         8.1382
   1773,         0.0662,         0.0743,         0.0000,         0.0595,         0.0106,         0.0066,         0.0141,        11.0991,        11.9996,        11.5785,        10.9890,         9.6806,         8.8839,         8.4732,         8.2478,         8.1390
   1774,         0.0674,         0.0772,         0.0000,         0.0610,         0.0109,         0.0063,         0.0141,        11.0679,        11.9996,        11.5783,        10.9888,         9.6846,         8.8869,         8.4746,         8.2487,         8.1398
   1775,         0.0700,         0.0825,         0.0000,         0.0639,         0.0118,         0.0061,         0.0141,        11.0455,        11.9996,        11.5783,        10.9888,         9.6885,         8.8899,         8.4760,         8.2496,         8.1407
   1776,         0.0670,         0.0772,         0.0000,         0.0610,         0.0106,         0.0060,         0.0141,        11.0347,        11.9996,        11.5769,        10.9881,         9.6923,         8.8928,         8.4775,         8.2505,         8.1415
   1777,         0.0631,         0.0703,         0.0000,         0.0572,         0.0093,         0.0060,         0.0140,        10.9887,        11.9996,        11.5733,        10.9866,         9.6960,         8.8958,         8.4789,         8.2514,         8.1424
   1778,         0.0586,         0.0625,         0.0000,         0.0528,         0.0081,         0.0058,         0.0139,        10.9095,        11.9996,        11.5707,        10.9856,         9.6998,         8.8987,         8.4804,         8.2524,         8.1432
   1779,         0.0585,         0.0631,         0.0000,         0.0530,         0.0080,         0.0056,         0.0138,        10.8243,        11.9996,        11.5688,        10.9850,         9.7036,         8.9017,         8.4818,         8.2533,         8.1440
   1780,         0.0613,         0.0688,         0.0000,         0.0560,         0.0090,         0.0053,         0.0137,        10.7594,        11.9996,        11.5675,        10.9845,         9.7073,         8.9047,         8.4833,         8.2542,         8.1449
   1781,         0.0665,         0.0787,         0.0000,         0.0613,         0.0102,         0.0051,         0.0137,        10.7465,        11.9997,        11.5659,        10.9837,         9.7109,         8.9076,         8.4848,         8.2551,         8.1457
   1782,         0.0711,         0.0871,         0.0000,         0.0659,         0.0117,         0.0052,         0.0137,        10.7675,        11.9996,        11.5633,        10.9822,         9.7142,         8.9104,         8.4863,         8.2561,         8.1466
   1783,         0.0765,         0.0961,         0.0000,         0.0710,         0.0135,         0.0055,         0.0138,        10.8268,        11.9996,        11.5624,        10.9814,         9.7176,         8.9133,         8.4878,         8.2570,         8.1474
   1784,         0.0515,         0.0498,         0.0000,         0.0457,         0.0055,         0.0058,         0.0138,        10.7958,        11.9996,        11.5605,        10.9807,         9.7210,         8.9162,         8.4893,         8.2579,         8.1483
   1785,         0.0458,         0.0407,         0.0000,         0.0405,         0.0038,         0.0053,         0.0136,        10.6349,        11.9996,        11.5565,        10.9794,         9.7245,         8.9191,         8.4908,         8.2589,         8.1491
   1786,         0.0422,         0.0369,         0.0000,         0.0378,         0.0030,         0.0044,         0.0134,        10.4752,        11.9997,        11.5534,        10.9785,         9.7281,         8.9220,         8.4923,         8.2598,         8.1499
   1787,         0.0250,         0.0201,         0.0000,         0.0215,         0.0025,         0.0036,         0.0132,        10.3189,        11.9997,        11.5505,        10.9774,         9.7315,         8.9250,         8.4938,         8.2607,         8.1508
   1788,         0.0455,         0.0458,         0.0000,         0.0425,         0.0038,         0.0030,         0.0130,        10.2053,        11.9998,        11.5480,        10.9763,         9.7349,         8.9278,         8.4954,         8.2617,         8.1516
   1789,         0.0457,         0.0470,         0.0000,         0.0430,         0.0041,         0.0027,         0.0129,        10.1260,        11.9998,        11.5463,        10.9753,         9.7381,         8.9307,         8.4969,         8.2626,         8.1525
   1790,         0.0480,         0.0517,         0.0000,         0.0455,         0.0047,         0.0026,         0.0129,        10.0755,        11.9998,        11.5462,        10.9749,         9.7414,         8.9336,         8.4984,         8.2636,         8.1533
   1791,         0.0428,         0.0425,         0.0000,         0.0404,         0.0031,         0.0024,         0.0128,        10.0173,        11.9998,        11.5453,        10.9744,         9.7446,         8.9364,         8.5000,         8.2646,         8.1542
   1792,         0.0233,         0.0197,         0.0000,         0.0211,         0.0017,         0.0021,         0.0127,         9.9215,        11.9998,        11.5449,        10.9743,         9.7479,         8.9393,         8.5015,         8.2655,         8.1550
   1793,         0.0188,         0.0162,         0.0000,         0.0170,         0.0017,         0.0018,         0.0126,         9.8235,        11.9999,        11.5448,        10.9742,         9.7512,         8.9422,         8.5031,         8.2665,         8.1559
   1794,         0.0183,         0.0155,         0.0000,         0.0168,         0.0013,         0.0015,         0.0124,         9.7331,        11.9999,        11.5447,        10.9743,         9.7544,         8.9450,         8.5046,         8.2675,         8.1567
   1795,         0.0180,         0.0173,         0.0000,         0.0167,         0.0018,         0.0013,         0.0123,         9.6541,        11.9999,        11.5447,        10.9743,         9.7576,         8.9479,         8.5062,         8.2684,         8.1576
   1796,         0.0368,         0.0400,         0.0000,         0.0356,         0.0028,         0.0012,         0.0123,         9.6133,        11.9999,        11.5440,        10.9739,         9.7606,         8.9506,         8.5078,         8.2694,         8.1584
   1797,         0.0428,         0.0464,         0.0000,         0.0418,         0.0030,         0.0011,         0.0122,         9.5926,        11.9999,        11.5432,        10.9733,         9.7635,         8.9534,         8.5094,         8.2704,         8.1593
   1798,         0.0422,         0.0454,         0.0000,         0.0412,         0.0029,         0.0010,         0.0122,         9.5714,        11.9999,        11.5435,        10.9733,         9.7665,         8.9562,         8.5109,         8.2714,         8.1602
   1799,         0.0417,         0.0447,         0.0000,         0.0408,         0.0028,         0.0009,         0.0122,         9.5528,        11.9999,        11.5442,        10.9736,         9.7694,         8.9590,         8.5125,         8.2724,         8.1610
   1800,         0.0422,         0.0457,         0.0000,         0.0413,         0.0029,         0.0009,         0.0122,         9.5389,        11.9999,        11.5452,        10.9741,         9.7724,         8.9618,         8.5141,         8.2734,         8.1619
   1801,         0.0420,         0.0456,         0.0000,         0.0412,         0.0028,         0.0008,         0.0121,         9.5224,        11.9999,        11.5454,        10.9742,         9.7753,         8.9645,         8.5157,         8.2744,         8.1627
   1802,         0.0424,         0.0463,         0.0000,         0.0416,         0.0030,         0.0008,         0.0121,         9.5127,        11.9999,        11.5463,        10.9747,         9.7782,         8.9673,         8.5173,         8.2754,         8.1636
   1803,         0.0423,         0.0464,         0.0000,         0.0416,         0.0030,         0.0007,         0.0121,         9.5077,        11.9999,        11.5473,        10.9753,         9.7810,         8.9701,         8.5189,         8.2764,         8.1644
   1804,         0.0419,         0.0457,         0.0000,         0.0413,         0.0029,         0.0007,         0.0121,         9.5005,        11.9999,        11.5486,        10.9762,         9.7839,         8.9728,         8.5205,         8.2774,         8.1653
   1805,         0.0416,         0.0452,         0.0000,         0.0409,         0.0027,         0.0007,         0.0121,         9.4909,        12.0000,        11.5494,        10.9768,         9.7868,         8.9755,         8.5221,         8.2784,         8.1662
   1806,         0.0420,         0.0460,         0.0000,         0.0414,         0.0029,         0.0006,         0.0121,         9.4811,        12.0000,        11.5497,        10.9773,         9.7896,         8.9783,         8.5237,         8.2794,         8.1670
   1807,         0.0420,         0.0462,         0.0000,         0.0415,         0.0029,         0.0005,         0.0121,         9.4782,        12.0000,        11.5506,        10.9780,         9.7924,         8.9810,         8.5254,         8.2804,         8.1679
   1808,         0.0415,         0.0453,         0.0000,         0.0410,         0.0028,         0.0005,         0.0121,         9.4720,        12.0000,        11.5514,        10.9788,         9.7951,         8.9837,         8.5270,         8.2814,         8.1688
   1809,         0.0419,         0.0460,         0.0000,         0.0414,         0.0029,         0.0005,         0.0121,         9.4677,        12.0000,        11.5525,        10.9798,         9.7979,         8.9864,         8.5286,         8.2825,         8.1696
   1810,         0.0418,         0.0459,         0.0000,         0.0413,         0.0030,         0.0005,         0.0121,         9.4677,        12.0000,        11.5541,        10.9811,         9.8008,         8.9891,         8.5302,         8.2835,         8.1705
   1811,         0.0419,         0.0460,         0.0000,         0.0414,         0.0029,         0.0006,         0.0121,         9.4657,        12.0000,        11.5556,        10.9823,         9.8036,         8.9918,         8.5319,         8.2845,         8.1714
   1812,         0.0416,         0.0455,         0.0000,         0.0411,         0.0029,         0.0005,         0.0121,         9.4642,        12.0000,        11.5570,        10.9835,         9.8063,         8.9945,         8.5335,         8.2856,         8.1722
   1813,         0.0403,         0.0432,         0.0000,         0.0398,         0.0025,         0.0005,         0.0121,         9.4575,        12.0000,        11.5585,        10.9849,         9.8091,         8.9972,         8.5352,         8.2866,         8.1731
   1814,         0.0215,         0.0230,         0.0000,         0.0210,         0.0019,         0.0005,         0.0121,         9.4376,        12.0000,        11.5598,        10.9863,         9.8120,         8.9999,         8.5368,         8.2876,         8.1740
   1815,         0.0167,         0.0180,         0.0000,         0.0163,         0.0017,         0.0005,         0.0120,         9.4091,        12.0000,        11.5607,        10.9875,         9.8147,         9.0026,         8.5384,         8.2887,         8.1749
   1816,         0.0167,         0.0183,         0.0000,         0.0162,         0.0017,         0.0005,         0.0120,         9.3814,        12.0000,        11.5609,        10.9884,         9.8175,         9.0052,         8.5401,         8.2897,         8.1757
   1817,         0.0166,         0.0185,         0.0000,         0.0162,         0.0018,         0.0005,         0.0120,         9.3587,        12.0000,        11.5615,        10.9895,         9.8202,         9.0079,         8.5418,         8.2908,         8.1766
   1818,         0.0166,         0.0193,         0.0000,         0.0161,         0.0020,         0.0005,         0.0119,         9.3426,        12.0000,        11.5621,        10.9906,         9.8229,         9.0106,         8.5434,         8.2918,         8.1775
   1819,         0.0166,         0.0195,         0.0000,         0.0161,         0.0022,         0.0005,         0.0119,         9.3340,        12.0000,        11.5629,        10.9918,         9.8256,         9.0132,         8.5451,         8.2929,         8.1784
   1820,         0.0166,         0.0187,         0.0000,         0.0161,         0.0019,         0.0005,         0.0119,         9.3228,        12.0000,        11.5642,        10.9932,         9.8283,         9.0159,         8.5467,         8.2940,         8.1793
   1821,         0.0165,         0.0187,         0.0000,         0.0161,         0.0018,         0.0005,         0.0119,         9.3067,        12.0000,        11.5648,        10.9944,         9.8310,         9.0185,         8.5484,         8.2950,         8.1801
   1822,         0.0165,         0.0181,         0.0000,         0.0160,         0.0016,         0.0005,         0.0119,         9.2898,        12.0000,        11.5655,        10.9956,         9.8337,         9.0211,         8.5501,         8.2961,         8.1810
   1823,         0.0165,         0.0171,         0.0000,         0.0160,         0.0012,         0.0005,         0.0118,         9.2655,        12.0000,        11.5664,        10.9970,         9.8364,         9.0238,         8.5518,         8.2972,         8.1819
   1824,         0.0164,         0.0099,         0.0000,         0.0159,         0.0010,         0.0005,         0.0117,         9.1910,        12.0000,        11.5670,        10.9982,         9.8391,         9.0264,         8.5534,         8.2982,         8.1828
   1825,         0.0160,         0.0070,         0.0000,         0.0156,         0.0006,         0.0005,         0.0115,         9.0003,        12.0000,        11.5674,        10.9994,         9.8418,         9.0290,         8.5551,         8.2993,         8.1837
   1826,         0.0157,         0.0070,         0.0000,         0.0152,         0.0003,         0.0005,         0.0113,         8.8147,        12.0000,        11.5678,        11.0005,         9.8444,         9.0316,         8.5568,         8.3004,         8.1846
   1827,         0.0154,         0.0070,         0.0000,         0.0149,         0.0001,         0.0004,         0.0110,         8.6414,        11.9999,        11.5685,        11.0018,         9.8471,         9.0342,         8.5585,         8.3015,         8.1855
   1828,         0.0151,         0.0070,         0.0000,         0.0147,         0.0000,         0.0004,         0.0108,         8.4795,        11.9982,        11.5695,        11.0032,         9.8497,         9.0368,         8.5602,         8.3026,         8.1864
   1829,         0.0148,         0.0072,         0.0000,         0.0144,         0.0000,         0.0004,         0.0106,         8.3263,        11.9937,        11.5702,        11.0045,         9.8524,         9.0394,         8.5618,         8.3037,         8.1873
   1830,         0.0146,         0.0072,         0.0000,         0.0141,         0.0000,         0.0004,         0.0105,         8.1815,        11.9860,        11.5706,        11.0058,         9.8550,         9.0420,         8.5635,         8.3048,         8.1882
   1831,         0.0143,         0.0072,         0.0000,         0.0139,         0.0000,         0.0004,         0.0103,         8.0460,        11.9749,        11.5710,        11.0072,         9.8576,         9.0446,         8.5652,         8.3058,         8.1891
   1832,         0.0141,         0.0072,         0.0000,         0.0137,         0.0000,         0.0004,         0.0101,         7.9167,        11.9603,        11.5705,        11.0083,         9.8602,         9.0471,         8.5669,         8.3069,         8.1900
   1833,         0.0139,         0.0074,         0.0000,         0.0135,         0.0000,         0.0004,         0.0100,         7.7936,        11.9435,        11.5693,        11.0093,         9.8627,         9.0497,         8.5686,         8.3080,         8.1909
   1834,         0.0137,         0.0075,         0.0000,         0.0133,         0.0000,         0.0004,         0.0098,         7.6768,        11.9257,        11.5675,        11.0101,         9.8652,         9.0522,         8.5703,         8.3092,         8.1918
   1835,         0.0135,         0.0072,         0.0000,         0.0131,         0.0000,         0.0004,         0.0097,         7.5678,        11.9054,        11.5656,        11.0109,         9.8678,         9.0547,         8.5720,         8.3103,         8.1927
   1836,         0.0133,         0.0067,         0.0000,         0.0129,         0.0000,         0.0004,         0.0095,         7.4656,        11.8769,        11.5631,        11.0118,         9.8703,         9.0573,         8.5737,         8.3114,         8.1936
   1837,         0.0131,         0.0063,         0.0000,         0.0127,         0.0000,         0.0004,         0.0094,         7.3684,        11.8390,        11.5594,        11.0125,         9.8728,         9.0598,         8.5754,         8.3125,         8.1945
   1838,         0.0130,         0.0061,         0.0000,         0.0126,         0.0000,         0.0004,         0.0093,         7.2759,        11.7960,        11.5546,        11.0130,         9.8753,         9.0623,         8.5771,         8.3136,         8.1954
   1839,         0.0128,         0.0060,         0.0000,         0.0124,         0.0000,         0.0004,         0.0092,         7.1879,        11.7503,        11.5487,        11.0133,         9.8778,         9.0649,         8.5788,         8.3147,         8.1963
   1840,         0.0127,         0.0061,         0.0000,         0.0123,         0.0000,         0.0004,         0.0091,         7.1035,        11.7041,        11.5416,        11.0134,         9.8803,         9.0674,         8.5805,         8.3158,         8.1972
   1841,         0.0125,         0.0061,         0.0000,         0.0121,         0.0000,         0.0004,         0.0091,         7.0226,        11.6589,        11.5336,        11.0133,         9.8827,         9.0699,         8.5822,         8.3170,         8.1981
   1842,         0.0124,         0.0059,         0.0000,         0.0120,         0.0000,         0.0004,         0.0090,         6.9458,        11.6129,        11.5247,        11.0130,         9.8851,         9.0724,         8.5840,         8.3181,         8.1991
   1843,         0.0122,         0.0056,         0.0000,         0.0119,         0.0000,         0.0004,         0.0089,         6.8722,        11.5624,        11.5148,        11.0125,         9.8876,         9.0749,         8.5857,         8.3192,         8.2000
   1844,         0.0121,         0.0053,         0.0000,         0.0117,         0.0000,         0.0004,         0.0088,         6.8015,        11.5075,        11.5037,        11.0116,         9.8899,         9.0774,         8.5874,         8.3204,         8.2009
   1845,         0.0118,         0.0052,         0.0002,         0.0114,         0.0000,         0.0004,         0.0087,         6.7337,        11.4503,        11.4914,        11.0104,         9.8923,         9.0798,         8.5891,         8.3215,         8.2018
   1846,         0.0111,         0.0052,         0.0007,         0.0108,         0.0000,         0.0004,         0.0087,         6.6682,        11.3929,        11.4781,        11.0090,         9.8947,         9.0823,         8.5908,         8.3226,         8.2027
   1847,         0.0108,         0.0053,         0.0010,         0.0104,         0.0000,         0.0004,         0.0086,         6.6043,        11.3368,        11.4636,        11.0070,         9.8970,         9.0848,         8.5926,         8.3238,         8.2036
   1848,         0.0105,         0.0053,         0.0012,         0.0101,         0.0000,         0.0004,         0.0085,         6.5434,        11.2836,        11.4486,        11.0049,         9.8993,         9.0873,         8.5943,         8.3249,         8.2046
   1849,         0.0101,         0.0053,         0.0014,         0.0098,         0.0000,         0.0004,         0.0085,         6.4857,        11.2325,        11.4333,        11.0027,         9.9015,         9.0897,         8.5960,         8.3261,         8.2055
   1850,         0.0099,         0.0054,         0.0016,         0.0095,         0.0000,         0.0004,         0.0084,         6.4286,        11.1825,        11.4169,        10.9999,         9.9037,         9.0921,         8.5977,         8.3272,         8.2064
   1851,         0.0097,         0.0056,         0.0017,         0.0093,         0.0000,         0.0003,         0.0084,         6.3723,        11.1345,        11.3995,        10.9966,         9.9059,         9.0946,         8.5994,         8.3284,         8.2074
   1852,         0.0095,         0.0056,         0.0018,         0.0091,         0.0000,         0.0003,         0.0083,         6.3190,        11.0896,        11.3821,        10.9932,         9.9080,         9.0970,         8.6012,         8.3295,         8.2083
   1853,         0.0093,         0.0056,         0.0019,         0.0090,         0.0000,         0.0003,         0.0083,         6.2682,        11.0457,        11.3646,        10.9895,         9.9101,         9.0994,         8.6029,         8.3307,         8.2092
   1854,         0.0091,         0.0057,         0.0020,         0.0088,         0.0000,         0.0003,         0.0082,         6.2194,        11.0032,        11.3468,        10.9855,         9.9122,         9.1019,         8.6046,         8.3319,         8.2102
   1855,         0.0089,         0.0055,         0.0021,         0.0085,         0.0000,         0.0003,         0.0082,         6.1738,        10.9616,        11.3293,        10.9815,         9.9143,         9.1043,         8.6063,         8.3330,         8.2111
   1856,         0.0095,         0.0057,         0.0014,         0.0092,         0.0000,         0.0003,         0.0080,         6.1297,        10.9205,        11.3114,        10.9771,         9.9163,         9.1067,         8.6081,         8.3342,         8.2120
   1857,         0.0108,         0.0059,         0.0000,         0.0105,         0.0000,         0.0003,         0.0078,         6.0876,        10.8843,        11.2937,        10.9726,         9.9183,         9.1091,         8.6098,         8.3354,         8.2130
   1858,         0.0108,         0.0060,         0.0000,         0.0104,         0.0000,         0.0003,         0.0077,         6.0450,        10.8490,        11.2753,        10.9674,         9.9201,         9.1115,         8.6115,         8.3365,         8.2139
   1859,         0.0107,         0.0060,         0.0000,         0.0104,         0.0000,         0.0003,         0.0077,         6.0030,        10.8140,        11.2563,        10.9618,         9.9220,         9.1139,         8.6133,         8.3377,         8.2149
   1860,         0.0106,         0.0060,         0.0000,         0.0103,         0.0000,         0.0003,         0.0076,         5.9650,        10.7813,        11.2383,        10.9564,         9.9238,         9.1163,         8.6150,         8.3389,         8.2158
